# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|1138|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T15:59:13.631Z|Quels sont les fournisseurs situés à Casablanca ?           |
|1139|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-12T15:59:30.780Z|Quels fournisseurs ont un registre de commerce commençant p…|
|1140|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T15:59:38.986Z|Quelles sont les commandes passées en juillet 2025 ?        |
|1141|liste_commandes           |**Commandes informatiques:**\n- BC23: TECHNICOVIGILE (Date:…|1          |default              |False        |0          |2025-08-12T15:59:44.792Z|Quelle est la durée de garantie de la commande BC23 ?       |
|1142|liste_commandes           |**Commandes informatiques:**\n- BC23: TECHNICOVIGILE (Date:…|1          |default              |False        |0          |2025-08-12T15:59:51.171Z|Quelle est la durée de garantie de la commande BC23 ?       |
|1143|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T15:59:58.338Z|Quelle commande a été faite au fournisseur 3STD ?           |
|1144|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:00:04.744Z|Donne-moi la facture associée à la commande du 04/07/2025.  |
|1145|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T16:00:10.867Z|Liste le matériel avec statut nouveau.                      |
|1146|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T16:00:17.185Z|Qui utilise le matériel avec numéro de série sn12 ?         |
|1147|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T16:00:22.453Z|Où est stocké le matériel Dell Latitude 5411 MLK XCTO ?     |
|1148|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |default              |False        |0          |2025-08-12T16:00:28.117Z|Quels matériels sont affectés à gestionnaire bureau ?       |
|1149|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:00:38.978Z|Quels modèles d’écrans sont disponibles ?                   |
|1150|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:00:44.821Z|Donne-moi les références des PC portables.                  |
|1151|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:00:50.541Z|Quels modèles de switch possédons-nous ?                    |
|1152|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:00:56.767Z|Quel est le prix unitaire du Lenovo ThinkSystem DE2000H dan…|
|1153|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T16:01:02.446Z|Donne-moi toutes les commandes liées à du matériel informat…|
|1154|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:01:09.414Z|Quels fournisseurs ont livré un serveur en 2025 ?           |
|1155|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T16:01:17.126Z|Quels utilisateurs ont reçu du matériel de type baie ?      |
|1156|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T16:01:24.641Z|Liste le matériel avec une garantie inférieure à 3 mois.    |
|1157|structured_search         |**Fournisseur trouvé :**\n• **Nom :** WANA CORPORATE SA\n• …|1          |web_session          |False        |0          |2025-08-12T19:14:40.281Z|Qui est le fournisseur avec l'ICE 001527682000090 ?         |
|1158|unknown                   |• *RÉPONSE**\n\nAdresse : IMM PROMOFFICE ETG 4 N 3 SIDI MAA…|1          |web_session          |False        |0          |2025-08-12T19:15:06.745Z|Donne-moi l'adresse de BROME CONSULTING & TECHNOLOGY.       |
|1159|unknown                   |## Résultats des recherches\n\nLes commandes passées en jui…|1          |web_session          |False        |0          |2025-08-12T19:15:35.872Z|Quelles sont les commandes passées en juillet 2025 ?        |
|1160|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:16:01.685Z|Où est stocké le matériel Dell Latitude 5411 MLK XCTO ?     |
|1161|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |web_session          |False        |0          |2025-08-12T19:16:19.917Z|Quel est le prix unitaire du Lenovo ThinkSystem DE2000H ?   |
|1162|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 3 commandes.           |1          |web_session          |False        |0          |2025-08-12T19:16:38.344Z|✅ "Quels fournisseurs ont livré plus de 3 commandes informa…|
|1163|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |web_session          |False        |0          |2025-08-12T19:17:37.208Z|Fournisseurs                                                |
|1164|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |web_session          |False        |0          |2025-08-12T19:17:40.790Z|Statistiques du parc                                        |
|1165|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |web_session          |False        |0          |2025-08-12T19:17:42.578Z|Statut des livraisons                                       |
|1166|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:17:44.312Z|Liste du matériel informatique                              |
|1167|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |web_session          |False        |0          |2025-08-12T19:17:49.528Z|Fournisseurs                                                |
|1168|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:18:08.809Z|Matériel avec statut affecté                                |
|1169|unknown                   |## Fournisseurs situés à Casablanca\n\nSelon le contexte, l…|1          |web_session          |False        |0          |2025-08-12T19:19:38.943Z|Quels sont les fournisseurs situés à Casablanca ?           |
|1170|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |web_session          |False        |0          |2025-08-12T19:20:01.996Z|Quels fournisseurs ont un registre de commerce commençant p…|
|1171|liste_commandes           |**Commandes informatiques:**\n- BC23: TECHNICOVIGILE (Date:…|1          |web_session          |False        |0          |2025-08-12T19:20:11.245Z|Quelle est la durée de garantie de la commande BC23 ?       |
|1172|structured_search         |**Fournisseur trouvé :**\n• **Nom :** 3STD\n• **ICE :** 001…|1          |web_session          |False        |0          |2025-08-12T19:20:25.367Z|Quelle commande a été faite au fournisseur 3STD ?           |
|1173|unknown                   |## Recherche de facture\n\nAucune facture n'est directement…|1          |web_session          |False        |0          |2025-08-12T19:20:45.512Z|Donne-moi la facture associée à la commande du 04/07/2025.  |
|1174|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:20:51.049Z|Liste le matériel avec statut nouveau.                      |
|1175|structured_search         |**Matériel trouvé :**\n• **Code :** cd12\n• **Série :** sn1…|1          |web_session          |False        |0          |2025-08-12T19:20:57.276Z|Qui utilise le matériel avec numéro de série sn12 ?         |
|1176|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:21:02.662Z|Où est stocké le matériel Dell Latitude 5411 MLK XCTO ?     |
|1177|liste_materiel            |**Aucun matériel trouvé pour les critères spécifiés.**\n\n*…|1          |web_session          |False        |0          |2025-08-12T19:21:07.242Z|Quels matériels sont affectés à gestionnaire bureau ?       |
